text_length,text_quality,metadata_score,structure_score,field_score,suspicious_keywords,repeated_lines,abnormal_symbols,missing_fields,metadata_anomaly,tampering_indicators,risk_score,label
3667,39,28,24,29,4,3,7,4,5,3,71.37,Fake
4991,72,46,68,54,1,2,0,4,3,3,35.51,Suspicious
764,88,91,92,98,1,0,1,0,1,1,14.09,Genuine
4702,37,10,49,39,3,7,4,7,6,4,70.22,Fake
3212,94,92,84,86,1,1,1,0,1,0,15.24,Genuine
1031,92,85,89,88,1,1,0,0,0,1,14.42,Genuine
168,86,88,87,89,1,0,1,0,0,0,9.35,Genuine
509,11,39,39,58,9,6,2,7,4,4,80.57,Fake
1566,13,14,49,15,7,5,4,5,6,5,85.57,Fake
1716,42,27,24,50,5,3,3,4,5,4,69.09,Fake
3559,48,13,39,47,5,7,5,5,4,3,68.24,Fake
1396,87,91,83,86,1,0,0,1,0,1,17.66,Genuine
3499,38,21,23,17,3,3,6,4,6,6,77.02,Fake
341,97,89,98,96,1,0,1,1,0,0,8.92,Genuine
4143,14,59,35,60,4,4,7,5,7,6,76.07,Fake
2983,92,100,84,88,0,0,1,0,0,0,9.51,Genuine
572,34,14,57,38,9,4,2,7,7,6,83.28,Fake
2334,37,56,21,34,8,5,5,3,4,7,81.11,Fake
4161,18,58,29,37,6,2,6,6,2,6,83.81,Fake
149,46,32,16,26,6,7,6,5,3,8,81.74,Fake
1888,69,76,72,59,4,2,0,4,3,3,38.89,Suspicious
1890,58,75,62,49,2,0,3,1,3,1,33.92,Suspicious
1433,100,80,80,98,0,0,1,1,1,1,13.74,Genuine
4869,49,58,66,63,2,2,1,4,1,3,41.27,Suspicious
1272,91,98,96,97,0,1,1,0,0,0,10.88,Genuine
1813,55,39,46,12,8,3,4,5,3,5,77.5,Fake
1191,55,58,62,61,3,2,3,4,1,1,45.39,Suspicious
1789,99,94,80,95,1,0,0,1,0,1,10.26,Genuine
927,46,48,50,72,4,1,0,4,3,2,41.99,Suspicious
1716,20,44,56,17,9,6,7,3,4,6,88.87,Fake
2729,86,90,92,94,0,0,0,1,1,0,14.09,Genuine
3188,50,79,79,61,1,2,3,4,1,2,36.42,Suspicious
274,56,61,71,47,2,0,1,1,3,1,31.9,Suspicious
1669,35,47,60,45,6,2,4,5,6,8,70.91,Fake
4084,94,91,87,94,1,0,0,1,0,1,9.8,Genuine
1224,78,68,53,75,3,0,1,2,1,2,32.44,Suspicious
3748,90,96,86,95,1,1,0,1,1,1,14.65,Genuine
2668,67,79,74,63,4,1,1,3,3,2,32.81,Suspicious
158,93,83,80,91,1,0,1,0,0,1,14.05,Genuine
4263,93,91,83,97,1,1,0,0,1,0,7.79,Genuine
4299,89,87,98,94,0,1,1,0,1,1,12.18,Genuine
3496,55,68,46,60,3,0,0,1,1,3,36.35,Suspicious
2576,59,14,15,39,9,2,4,6,2,4,74.92,Fake
3156,46,70,63,55,2,2,0,3,3,3,41.75,Suspicious
4849,93,84,88,90,0,0,0,0,1,1,14.16,Genuine
4344,87,88,97,87,0,1,0,0,0,0,10.29,Genuine
4171,88,99,88,99,0,0,1,0,0,1,10.85,Genuine
2644,91,89,100,100,1,0,0,0,1,1,14.77,Genuine
3166,12,41,11,25,6,2,6,6,5,7,83.72,Fake
909,38,40,47,17,9,6,4,6,3,4,78.81,Fake
1346,52,54,75,74,2,3,3,3,1,3,46.04,Suspicious
3719,32,41,40,28,9,2,5,3,5,6,82.06,Fake
4675,67,43,56,68,1,3,3,3,2,3,38.38,Suspicious
3655,55,50,79,63,4,1,0,4,1,3,41.33,Suspicious
2830,96,82,95,99,1,1,1,1,0,0,16.16,Genuine
3906,70,65,51,54,1,2,3,4,2,3,41.56,Suspicious
3706,80,94,91,97,1,0,0,0,0,1,19.07,Genuine
1636,48,47,23,27,5,6,2,6,7,4,69.91,Fake
1682,55,63,52,78,2,1,0,3,2,2,34.91,Suspicious
3956,42,18,39,27,4,5,7,3,3,3,73.18,Fake
3890,91,98,82,97,0,1,0,0,0,0,7.14,Genuine
1012,71,65,62,77,4,0,1,4,2,2,34.86,Suspicious
739,76,59,54,57,3,0,2,1,2,1,38.79,Suspicious
1289,92,82,82,92,0,1,0,1,0,0,6.24,Genuine
840,92,90,98,91,1,1,1,0,0,0,10.19,Genuine
2817,74,76,67,54,2,0,3,2,3,2,32.35,Suspicious
2051,67,73,65,77,1,2,3,1,2,1,25.35,Suspicious
3287,98,87,82,85,0,0,0,0,1,1,10.12,Genuine
3579,52,46,47,61,2,2,1,1,2,2,46.28,Suspicious
3563,80,81,81,91,0,1,0,1,1,0,16.53,Genuine
2813,63,69,59,58,1,0,0,4,1,3,36.51,Suspicious
1060,89,100,80,87,1,1,1,1,1,0,10.03,Genuine
345,96,80,95,99,0,0,0,1,0,0,0.18,Genuine
2265,91,89,92,96,0,0,1,1,1,1,12.48,Genuine
1833,89,81,87,92,0,1,1,1,1,1,19.85,Genuine
4033,35,12,55,15,6,2,2,6,6,9,82.76,Fake
2683,84,84,89,96,0,0,0,1,1,1,12.9,Genuine
4846,53,56,18,43,3,4,6,7,4,8,76.44,Fake
1884,77,58,52,75,3,3,0,1,2,3,45.88,Suspicious
348,45,47,39,27,8,5,3,3,2,9,83.36,Fake
4672,65,51,73,77,3,1,0,3,2,3,35.12,Suspicious
1075,57,47,67,45,1,2,3,3,1,1,35.23,Suspicious
2761,66,63,80,80,4,3,3,1,2,2,37.14,Suspicious
2143,49,14,47,51,9,5,5,5,2,9,87.69,Fake
3195,48,43,60,70,2,0,1,2,3,3,42.48,Suspicious
4292,77,71,76,45,2,0,3,4,1,3,31.73,Suspicious
1068,33,20,18,21,5,5,5,6,2,7,84.01,Fake
2663,62,52,73,68,2,0,3,2,1,1,33.29,Suspicious
3527,93,86,91,90,0,0,1,0,0,1,9.93,Genuine
1511,40,30,32,26,8,5,7,6,4,9,88.15,Fake
3998,79,49,76,47,4,1,2,1,3,2,42.7,Suspicious
2005,65,76,56,50,3,2,2,1,1,1,33.6,Suspicious
2331,90,87,96,93,1,0,0,0,0,1,14.48,Genuine
4252,34,26,58,29,6,3,6,5,3,9,78.26,Fake
3866,56,13,41,28,7,2,2,3,5,4,66.17,Fake
205,37,57,53,23,6,5,6,6,3,9,81.74,Fake
4267,83,84,100,90,0,0,1,1,0,0,12.73,Genuine
1035,40,20,32,11,3,4,4,4,6,7,82.43,Fake
1756,83,97,99,92,1,0,1,0,1,0,10.42,Genuine
3274,30,17,18,55,3,7,5,6,7,7,81.35,Fake
558,47,12,10,40,9,5,7,3,3,3,81.83,Fake
3612,80,91,87,87,0,1,1,1,0,1,15.78,Genuine
3121,35,57,30,32,4,5,7,4,6,8,76.98,Fake
2770,10,12,19,46,9,5,2,3,6,7,86.67,Fake
1534,92,87,93,86,0,0,1,1,1,1,16.66,Genuine
2091,79,41,66,72,4,1,2,4,3,1,39.94,Suspicious
4080,83,84,98,94,1,0,0,0,0,0,16.41,Genuine
1282,92,80,98,91,1,1,1,1,1,1,13.92,Genuine
130,57,14,36,21,5,6,4,3,5,5,80.16,Fake
4733,58,73,62,68,2,2,2,4,3,1,37.97,Suspicious
3474,28,56,21,45,8,5,3,3,4,5,84.34,Fake
2459,19,47,20,13,4,7,7,3,5,4,77.19,Fake
1640,90,100,91,89,0,0,0,0,0,0,4.88,Genuine
2212,89,85,96,98,1,1,0,0,1,0,9.45,Genuine
2088,13,34,46,52,8,6,2,5,7,9,83.38,Fake
2268,82,96,92,100,1,0,1,0,0,0,4.63,Genuine
4439,79,41,56,73,2,1,1,2,2,2,44.88,Suspicious
4695,59,63,75,64,2,2,1,2,2,3,35.98,Suspicious
3279,81,90,99,85,0,1,0,0,1,0,11.29,Genuine
4450,86,87,90,97,1,1,1,0,0,0,15.05,Genuine
4250,64,72,58,80,1,0,1,4,2,1,28.86,Suspicious
1146,42,22,36,27,4,6,7,5,3,7,81.18,Fake
2969,97,82,90,95,0,1,0,0,0,0,4.72,Genuine
717,17,60,51,40,7,3,3,4,3,3,64.82,Fake
2329,35,20,17,53,5,7,5,7,3,8,83.88,Fake
1658,20,25,39,34,5,3,7,3,4,9,76.81,Fake
453,29,33,56,14,7,7,5,5,7,7,84.25,Fake
114,55,71,72,60,2,1,1,2,2,2,36.92,Suspicious
4127,100,94,82,100,0,0,0,0,0,1,7.07,Genuine
750,80,92,81,90,1,1,0,0,1,0,12.37,Genuine
2623,32,21,40,20,4,4,6,4,6,4,70.1,Fake
1613,46,56,75,57,3,0,1,2,3,1,37.53,Suspicious
749,93,94,80,87,1,0,1,1,1,1,15.93,Genuine
2962,100,87,99,97,0,0,1,1,1,0,3.13,Genuine
3571,96,86,100,87,0,0,0,1,1,0,9.54,Genuine
1765,18,59,24,58,4,7,3,3,4,3,64.58,Fake
4846,72,76,52,59,2,3,3,1,2,3,46.16,Suspicious
3778,85,86,96,98,1,0,0,1,1,0,8.57,Genuine
3028,62,51,60,74,1,3,1,4,2,2,38.4,Suspicious
3154,50,23,14,20,7,6,4,7,2,8,85.72,Fake
3448,25,50,23,34,8,7,5,5,4,8,81.93,Fake
2897,91,88,96,86,0,1,0,1,1,0,6.44,Genuine
343,17,49,58,56,6,7,7,6,7,4,80.02,Fake
4642,21,44,29,26,7,5,2,4,5,4,69.42,Fake
1446,98,89,80,91,0,1,1,1,1,0,7.35,Genuine
1164,84,84,90,99,0,1,1,0,1,1,13.97,Genuine
1229,82,88,80,95,1,1,1,0,0,0,10.64,Genuine
275,45,59,58,69,4,0,2,1,2,2,38.2,Suspicious
4622,38,25,38,40,4,4,4,5,4,4,69.23,Fake
4593,55,25,58,56,6,5,4,6,7,5,73.14,Fake
1227,18,33,58,25,3,5,3,4,6,6,67.91,Fake
774,67,72,58,45,3,3,1,4,1,3,43.61,Suspicious
1165,14,33,43,56,9,5,5,3,3,6,90.01,Fake
4063,88,92,96,99,1,1,0,1,1,0,13.34,Genuine
2222,20,11,25,60,9,4,4,6,5,8,93.69,Fake
2387,73,47,78,58,2,1,2,2,2,3,36.76,Suspicious
2797,78,73,80,75,4,3,0,4,1,1,34.14,Suspicious
526,58,64,66,74,4,0,3,4,3,2,42.93,Suspicious
1676,59,75,49,59,3,1,0,2,2,2,38.49,Suspicious
669,47,70,50,58,3,1,1,2,1,3,43.94,Suspicious
2593,95,92,82,92,1,0,1,0,1,0,14.39,Genuine
645,85,91,96,94,0,1,1,1,0,0,9.94,Genuine
1562,77,65,65,53,4,0,0,1,1,1,31.84,Suspicious
1722,10,11,32,37,7,2,5,7,5,4,73.41,Fake
874,62,71,80,63,4,2,3,4,3,3,43.73,Suspicious
1024,90,99,85,92,0,1,1,1,1,1,10.02,Genuine
1516,61,73,69,66,2,0,2,2,1,1,31.01,Suspicious
925,92,94,96,99,0,1,1,0,1,1,12.15,Genuine
3053,85,92,85,91,1,1,1,1,1,0,15.29,Genuine
4928,37,23,43,57,5,2,6,3,2,9,77.01,Fake
2771,84,92,93,95,1,0,1,1,0,0,9.68,Genuine
2604,49,21,45,49,7,3,6,6,5,3,70.45,Fake
4759,100,85,90,91,1,0,0,1,1,0,7.96,Genuine
1573,87,98,82,86,0,0,1,0,0,1,12.71,Genuine
3961,36,21,13,25,6,4,5,6,3,6,82.41,Fake
2252,77,57,49,53,4,1,2,1,2,3,41.11,Suspicious
2173,73,71,61,58,4,3,3,2,1,3,43.68,Suspicious
3012,49,53,38,18,5,4,6,7,4,7,82.24,Fake
4111,82,85,95,88,1,1,1,1,0,1,15.64,Genuine
267,29,34,23,56,6,4,4,6,6,9,77.23,Fake
2567,66,78,71,48,4,2,3,3,2,3,43.99,Suspicious
4297,98,83,80,97,0,1,1,1,1,1,19.97,Genuine
1317,87,84,99,85,0,0,1,0,0,0,11.54,Genuine
1002,60,37,19,32,6,3,6,4,7,7,79.71,Fake
2825,95,86,80,96,1,1,0,0,1,0,12.77,Genuine
2303,58,63,74,59,1,0,3,1,1,3,43.18,Suspicious
3191,31,35,16,37,8,6,5,4,2,8,83.51,Fake
3874,68,53,70,67,2,3,0,3,2,3,40.86,Suspicious
1372,97,99,92,92,0,0,0,0,0,1,10.36,Genuine
4637,87,98,99,99,0,1,1,0,0,1,4.25,Genuine
3982,55,38,13,41,3,4,7,6,6,6,72.34,Fake
2734,72,52,66,62,3,3,1,3,1,2,42.59,Suspicious
4586,54,51,59,75,3,3,3,4,3,1,41.97,Suspicious
2429,49,69,52,56,2,0,1,2,2,3,33.54,Suspicious
3835,85,98,93,100,1,1,1,0,1,0,7.38,Genuine
764,93,99,89,87,1,0,1,1,0,0,12.1,Genuine
526,94,81,97,88,1,0,1,0,1,0,11.85,Genuine
1213,60,48,65,46,2,0,2,1,1,2,38.58,Suspicious
818,92,84,80,89,1,1,0,1,1,0,9.26,Genuine
1896,57,65,63,45,1,0,3,1,3,2,41.85,Suspicious
4085,82,90,85,98,1,1,1,1,0,0,10.33,Genuine
311,60,10,22,47,4,2,3,6,4,9,74.52,Fake
2541,59,71,47,48,2,0,3,1,1,1,38.86,Suspicious
2155,57,47,48,75,4,2,2,1,1,3,45.38,Suspicious
4186,51,56,40,20,4,5,4,5,2,7,74.66,Fake
4627,51,49,59,55,4,1,0,3,1,3,45.06,Suspicious
914,23,35,31,50,6,3,5,3,5,5,68.33,Fake
169,96,80,86,90,1,1,0,1,1,0,14.44,Genuine
3211,29,37,27,16,7,2,2,7,5,4,70.13,Fake
442,49,69,74,61,4,2,2,3,3,1,42.57,Suspicious
1015,60,41,46,49,2,0,3,2,2,2,36.93,Suspicious
701,77,75,80,58,1,3,0,4,1,3,35.16,Suspicious
694,32,29,47,44,4,7,3,6,5,3,65.74,Fake
3300,10,40,36,53,6,7,6,5,2,9,85.95,Fake
1091,77,68,46,70,4,1,0,4,2,3,40.66,Suspicious
3254,99,90,86,93,0,1,1,1,0,1,8.37,Genuine
641,78,75,46,62,1,2,0,4,2,3,35.19,Suspicious
2949,69,71,79,66,4,2,3,2,2,3,43.76,Suspicious
3216,61,71,54,61,1,0,1,1,1,1,26.98,Suspicious
4129,47,73,63,72,3,3,0,1,3,1,36.06,Suspicious
1774,76,58,49,47,4,1,2,2,1,1,42.58,Suspicious
3742,83,81,81,99,1,0,1,0,0,1,19.05,Genuine
3665,92,100,80,100,0,0,1,0,0,1,9.58,Genuine
4596,76,47,62,80,2,1,2,1,1,1,28.4,Suspicious
685,81,91,84,99,0,0,0,1,0,0,11.86,Genuine
3518,95,100,83,96,1,1,1,0,0,1,15.91,Genuine
2117,94,86,94,91,0,1,1,0,0,0,13.79,Genuine
3673,96,85,90,90,1,1,0,0,1,1,11.31,Genuine
4543,46,41,45,57,2,1,0,3,1,2,36.26,Suspicious
1881,68,50,70,78,4,2,2,2,1,2,38.21,Suspicious
1853,94,85,82,98,1,0,1,1,1,1,14.85,Genuine
3670,97,82,96,92,1,1,1,0,1,1,12.1,Genuine
562,46,49,11,15,6,7,5,7,4,7,82.94,Fake
2110,56,56,65,73,2,2,3,4,3,1,35.15,Suspicious
3947,50,10,15,10,4,4,7,7,2,4,85.04,Fake
2844,14,17,17,44,5,3,4,3,2,6,80.92,Fake
4612,86,96,84,95,1,1,1,0,0,0,13.98,Genuine
2775,87,93,95,90,1,1,0,1,1,1,12.95,Genuine
1281,24,18,56,26,8,5,3,4,5,9,88.14,Fake
4318,97,97,81,89,0,0,1,1,1,1,12.76,Genuine
4423,80,41,60,52,2,0,1,2,1,2,38.95,Suspicious
3978,78,77,72,51,4,2,0,1,3,3,30.73,Suspicious
3031,50,36,39,20,6,3,7,3,3,8,79.8,Fake
1947,98,92,91,88,0,0,0,0,0,1,2.03,Genuine
3057,56,70,46,45,1,0,0,4,2,2,37.37,Suspicious
1535,13,33,43,39,4,4,5,6,4,3,75.5,Fake
4126,10,55,59,33,5,7,4,4,6,8,75.03,Fake
4221,28,24,30,59,4,3,5,7,2,4,69.23,Fake
2254,96,82,99,95,0,0,0,1,0,1,7.7,Genuine
2587,19,45,28,40,6,6,6,3,4,5,81.04,Fake
1102,90,83,90,93,1,1,1,1,0,0,14.23,Genuine
4245,46,34,17,43,9,2,3,5,4,9,84.17,Fake
1521,30,57,17,15,9,7,5,4,4,7,82.39,Fake
3926,93,98,89,89,1,0,1,0,1,1,12.47,Genuine
3371,56,54,68,45,2,1,0,4,3,3,33.89,Suspicious
3148,36,60,43,37,3,6,7,7,2,7,83.48,Fake
615,39,25,22,59,3,4,6,3,7,7,74.38,Fake
3917,11,17,42,47,5,4,7,6,3,7,84.58,Fake
4838,43,56,28,40,7,4,6,4,6,3,71.19,Fake
2406,80,85,100,90,1,1,0,1,0,0,10.79,Genuine
4267,95,97,95,89,0,0,1,0,0,0,4.27,Genuine
367,51,20,18,20,4,6,4,4,3,7,78.94,Fake
2421,79,44,46,64,4,2,3,4,3,2,41.9,Suspicious
4305,38,40,22,21,5,6,3,3,7,3,68.85,Fake
413,58,28,46,30,8,3,6,7,7,9,84.49,Fake
1467,58,23,20,55,7,6,5,4,4,4,75.06,Fake
4234,93,92,100,93,0,0,0,1,1,0,7.95,Genuine
208,60,56,71,63,3,1,1,2,2,2,32.92,Suspicious
3982,94,84,86,92,0,1,1,0,0,1,13.19,Genuine
983,83,88,80,85,1,0,0,1,1,1,13.56,Genuine
656,56,38,31,54,7,5,2,6,6,5,77.18,Fake
1938,18,33,45,38,6,6,3,5,4,9,85.88,Fake
4434,46,59,57,70,3,1,3,4,1,3,47.06,Suspicious
376,81,94,84,87,1,0,0,1,0,1,12.91,Genuine
3399,59,64,57,50,1,1,0,4,2,2,36.81,Suspicious
4561,81,93,83,87,0,1,1,0,0,1,20.25,Genuine
4192,80,52,51,80,3,2,0,4,3,1,34.9,Suspicious
931,96,95,85,94,1,1,1,1,1,0,16.39,Genuine
3618,29,21,44,58,8,2,4,3,4,9,80.45,Fake
1075,80,99,88,91,0,0,0,1,1,0,12.18,Genuine
1656,26,41,24,22,8,3,3,5,2,3,75.68,Fake
4053,83,85,93,88,1,0,1,0,0,0,10.63,Genuine
955,50,75,69,71,2,2,2,3,3,2,42.0,Suspicious
958,55,33,10,33,4,7,5,5,6,8,75.99,Fake
2757,53,26,55,47,4,3,4,6,7,5,62.74,Fake
4151,56,77,74,62,2,1,2,2,1,1,34.5,Suspicious
2666,62,53,57,76,3,3,1,3,1,3,39.55,Suspicious
2585,57,77,47,60,2,2,1,1,3,2,37.37,Suspicious
1590,25,10,13,56,6,2,5,5,6,4,79.19,Fake
287,86,94,96,95,0,1,0,1,0,1,14.21,Genuine
3629,79,80,57,49,1,1,1,1,3,1,23.95,Suspicious
498,67,50,64,63,4,3,1,2,1,1,41.33,Suspicious
4053,47,52,80,56,4,2,3,4,1,3,49.64,Suspicious
4049,56,75,79,56,3,0,2,1,2,3,32.65,Suspicious
1920,36,22,14,33,4,4,7,3,2,5,77.25,Fake
888,34,27,28,32,9,7,7,4,3,8,91.36,Fake
246,93,93,81,99,0,0,1,1,0,1,5.62,Genuine
4192,45,42,51,53,4,2,3,2,2,3,51.03,Suspicious
4218,98,81,85,97,0,0,0,0,0,1,13.69,Genuine
1854,66,59,63,72,1,1,2,3,1,2,35.48,Suspicious
3480,98,98,100,89,1,1,1,0,1,0,6.25,Genuine
436,53,26,47,18,4,5,7,4,6,3,71.86,Fake
4655,61,79,65,53,1,2,0,4,3,2,33.34,Suspicious
4617,29,12,45,52,6,7,4,5,6,8,80.98,Fake
1283,71,63,63,78,2,3,2,3,2,2,37.39,Suspicious
420,85,98,96,94,0,0,0,1,1,1,17.14,Genuine
4802,67,55,80,56,1,0,1,1,1,2,24.9,Suspicious
2147,55,59,57,15,3,7,4,7,6,8,69.05,Fake
3335,49,44,75,46,3,1,2,3,3,1,38.82,Suspicious
861,86,89,88,95,0,1,1,0,0,1,15.86,Genuine
4257,62,46,48,75,4,1,0,4,2,2,39.87,Suspicious
4114,31,11,56,10,4,3,5,7,6,6,76.53,Fake
3252,40,48,53,11,4,3,6,5,3,8,75.94,Fake
3586,30,26,37,41,6,3,3,4,2,5,69.8,Fake
1258,98,95,98,100,1,1,0,1,0,0,13.37,Genuine
2022,96,81,85,94,0,1,1,0,0,1,10.31,Genuine
273,95,87,80,94,1,0,1,1,0,0,10.77,Genuine
725,90,96,98,97,1,1,0,1,1,1,17.47,Genuine
3496,69,53,68,75,4,0,1,3,1,3,33.23,Suspicious
111,97,93,90,95,1,1,0,1,0,1,22.04,Genuine
1111,73,67,63,67,3,1,3,1,2,1,33.47,Suspicious
4204,41,29,26,38,3,5,5,4,3,8,70.97,Fake
937,35,23,41,57,6,6,3,3,6,7,74.53,Fake
3420,100,95,86,91,1,1,0,1,0,1,16.51,Genuine
687,30,10,28,42,6,3,4,5,5,3,68.6,Fake
752,31,58,56,25,3,6,5,7,4,8,73.51,Fake
3542,98,91,87,85,0,1,0,0,0,0,8.34,Genuine
2675,88,97,94,88,1,1,1,0,0,1,10.74,Genuine
148,70,51,62,52,4,3,0,4,3,1,41.59,Suspicious
217,11,28,15,14,7,7,3,5,2,4,86.52,Fake
4035,94,87,87,90,1,1,0,1,1,1,8.62,Genuine
1366,12,21,39,18,7,6,7,7,2,4,86.04,Fake
3339,76,66,78,77,4,1,1,4,1,2,38.69,Suspicious
3467,74,53,48,80,3,0,0,3,3,2,30.04,Suspicious
4268,50,78,60,62,3,3,0,1,1,3,41.59,Suspicious
1855,54,25,34,43,9,3,2,5,6,8,81.36,Fake
2072,12,47,21,25,5,6,7,5,3,8,83.92,Fake
4535,64,63,72,49,4,3,2,3,1,1,40.64,Suspicious
2759,47,48,58,71,4,0,3,2,3,3,49.07,Suspicious
2570,99,82,94,92,0,0,1,1,0,0,13.11,Genuine
276,48,73,46,49,3,1,3,2,1,1,43.76,Suspicious
4552,42,14,57,15,6,3,4,6,3,4,70.12,Fake
2229,24,29,50,30,6,6,4,7,2,6,77.51,Fake
4096,78,45,63,56,1,0,0,4,3,3,37.02,Suspicious
3502,34,14,39,54,9,7,7,7,3,8,89.37,Fake
3234,51,74,59,60,1,0,0,2,3,3,33.26,Suspicious
1447,99,87,98,89,0,0,1,1,1,0,12.36,Genuine
852,30,27,41,56,4,4,4,6,7,3,70.46,Fake
2406,80,75,59,69,4,3,0,2,3,3,35.52,Suspicious
931,44,16,21,59,4,3,2,5,2,7,78.11,Fake
2531,63,70,80,59,3,0,3,4,1,1,38.37,Suspicious
3603,99,87,81,92,0,1,1,0,0,0,11.19,Genuine
185,41,12,24,36,6,4,7,3,5,8,77.53,Fake
475,86,99,96,93,1,0,0,1,0,0,6.12,Genuine
832,59,50,23,54,4,7,3,5,2,5,73.81,Fake
4672,80,73,52,54,4,1,3,3,3,2,37.11,Suspicious
4333,37,38,58,16,5,4,6,5,3,4,71.5,Fake
1037,58,40,61,69,3,3,0,1,1,3,40.04,Suspicious
2723,94,88,82,89,1,1,0,0,0,1,20.71,Genuine
2715,48,60,13,32,8,4,3,4,6,4,74.71,Fake
1208,45,27,11,20,6,5,7,7,2,8,87.15,Fake
2585,81,92,86,97,0,1,1,1,1,1,12.72,Genuine
2311,52,78,49,80,3,1,3,2,2,1,34.94,Suspicious
3749,31,51,55,18,6,4,6,4,7,7,74.89,Fake
4895,88,94,99,86,0,0,1,0,1,1,6.5,Genuine
4991,100,91,90,98,1,0,0,0,1,0,0.94,Genuine
4464,26,60,23,28,4,5,3,7,2,8,79.12,Fake
4233,44,14,48,20,6,6,4,5,6,6,81.97,Fake
1892,71,40,64,69,2,0,3,3,3,1,34.43,Suspicious
4971,52,22,46,34,9,4,2,7,7,9,84.3,Fake
3059,30,15,23,25,5,2,6,4,7,8,85.36,Fake
766,29,41,44,22,5,5,4,6,3,6,80.68,Fake
3097,83,92,87,86,1,0,0,1,1,1,10.79,Genuine
3306,25,24,14,12,9,6,3,7,3,3,88.19,Fake
2864,36,30,39,23,5,2,6,7,7,8,79.83,Fake
2211,87,81,87,100,0,1,0,0,0,0,7.39,Genuine
543,54,44,37,47,9,3,5,7,3,4,81.58,Fake
2461,54,58,26,45,8,4,4,5,2,6,76.04,Fake
1717,24,15,58,39,8,4,7,3,3,9,85.33,Fake
2743,57,39,11,27,5,6,2,4,6,7,82.82,Fake
2125,65,45,58,52,2,1,1,1,2,1,35.55,Suspicious
3179,23,59,34,35,8,2,2,5,5,3,65.41,Fake
379,59,60,19,37,6,5,3,7,6,9,77.19,Fake
2956,11,10,31,42,4,3,6,4,7,9,82.79,Fake
3777,87,85,84,89,1,0,1,1,1,1,12.12,Genuine
4713,47,54,75,55,2,2,2,3,2,2,40.74,Suspicious
1658,50,71,59,56,4,0,0,3,2,2,32.23,Suspicious
4118,55,35,55,49,3,2,7,6,6,8,70.37,Fake
3964,82,86,90,96,1,1,1,1,0,0,16.73,Genuine
2032,45,49,57,80,1,1,3,2,3,3,41.65,Suspicious
2754,18,44,29,58,7,4,3,5,3,4,75.09,Fake
2737,27,16,58,47,4,5,4,5,2,6,72.77,Fake
3761,45,42,68,71,4,2,0,4,2,1,40.45,Suspicious
3318,31,27,57,55,5,5,3,5,2,7,72.39,Fake
523,30,16,42,44,5,6,7,4,4,6,79.68,Fake
4361,62,77,80,72,4,1,1,1,3,1,28.39,Suspicious
3161,100,88,100,97,1,1,1,0,1,0,12.68,Genuine
971,64,72,48,55,1,1,2,1,1,1,40.78,Suspicious
1916,53,65,80,47,2,1,2,1,2,2,36.6,Suspicious
903,90,92,91,93,1,0,1,0,1,1,14.08,Genuine
2306,58,76,63,64,4,1,0,3,3,1,35.46,Suspicious
1577,79,42,73,48,3,3,0,1,2,2,34.73,Suspicious
4145,20,24,11,46,5,6,4,3,2,5,74.76,Fake
389,73,77,50,78,4,2,2,2,2,2,40.62,Suspicious
1141,13,49,29,50,8,2,6,4,3,9,78.1,Fake
4049,57,79,74,57,2,3,1,1,1,2,34.69,Suspicious
444,48,35,22,17,9,6,6,6,3,8,89.05,Fake
3198,93,100,95,89,0,1,1,1,1,1,12.45,Genuine
4000,100,97,86,87,0,0,1,0,0,1,10.47,Genuine
4374,47,45,70,55,4,0,3,2,2,3,47.84,Suspicious
1290,99,88,88,88,0,0,0,1,0,0,5.22,Genuine
2727,25,55,48,40,5,2,4,7,5,9,73.27,Fake
4881,24,13,43,37,4,3,2,4,4,9,80.39,Fake
1642,80,53,55,51,4,1,3,2,3,2,37.66,Suspicious
1004,82,94,89,89,1,0,1,0,1,1,15.86,Genuine
2513,75,74,45,52,4,2,1,1,3,1,45.02,Suspicious
1986,87,81,83,85,0,0,1,0,0,0,12.27,Genuine
2690,94,86,98,98,0,0,0,0,1,0,5.83,Genuine
2246,67,57,55,64,2,0,3,3,3,2,35.2,Suspicious
4350,91,96,85,85,1,1,1,1,0,0,7.43,Genuine
2277,100,99,85,85,0,0,1,0,0,1,9.11,Genuine
3083,100,87,84,95,1,1,1,1,1,0,7.7,Genuine
2449,90,84,83,97,1,0,1,1,1,0,11.69,Genuine
1663,69,44,78,49,3,3,0,2,1,2,37.55,Suspicious
1641,27,44,53,25,4,2,7,5,5,9,77.88,Fake
2649,53,60,64,61,2,3,2,1,2,3,42.52,Suspicious
3706,20,42,34,26,9,4,6,7,5,7,92.85,Fake
814,88,99,95,86,1,1,1,0,0,0,8.11,Genuine
4154,61,80,65,57,2,1,2,2,1,1,28.71,Suspicious
3475,66,49,74,77,3,1,0,2,3,1,30.63,Suspicious
1752,84,95,88,99,1,1,1,1,0,0,12.52,Genuine
4812,18,29,32,56,5,6,6,6,6,8,84.93,Fake
3652,64,53,77,49,1,1,1,4,1,3,39.94,Suspicious
3941,14,26,18,35,8,6,3,7,6,9,92.2,Fake
2836,83,100,100,92,1,0,0,0,0,0,3.07,Genuine
737,45,36,47,16,7,4,6,4,2,5,80.99,Fake
1444,48,55,53,37,4,4,6,6,5,4,68.86,Fake
1996,77,60,61,79,2,1,3,3,3,2,35.64,Suspicious
